"","word","sentiment"
"3460","rascal","negative"
"3461","rascals","negative"
"3462","rash","negative"
"3463","rattle","negative"
"3464","rattled","negative"
"3465","rattles","negative"
"3466","ravage","negative"
"3467","raving","negative"
"3468","reactionary","negative"
"3469","rebellious","negative"
"3470","rebuff","negative"
"3471","rebuke","negative"
"3472","recalcitrant","negative"
"3473","recant","negative"
"3474","recession","negative"
"3475","recessionary","negative"
"3476","reckless","negative"
"3477","recklessly","negative"
"3478","recklessness","negative"
"3479","recoil","negative"
"3480","recourses","negative"
"3481","redundancy","negative"
"3482","redundant","negative"
"3483","refusal","negative"
"3484","refuse","negative"
"3485","refused","negative"
"3486","refuses","negative"
"3487","refusing","negative"
"3488","refutation","negative"
"3489","refute","negative"
"3490","refuted","negative"
"3491","refutes","negative"
"3492","refuting","negative"
"3493","regress","negative"
"3494","regression","negative"
"3495","regressive","negative"
"3496","regret","negative"
"3497","regreted","negative"
"3498","regretful","negative"
"3499","regretfully","negative"
"3500","regrets","negative"
"3501","regrettable","negative"
"3502","regrettably","negative"
"3503","regretted","negative"
"3504","reject","negative"
"3505","rejected","negative"
"3506","rejecting","negative"
"3507","rejection","negative"
"3508","rejects","negative"
"3509","relapse","negative"
"3510","relentless","negative"
"3511","relentlessly","negative"
"3512","relentlessness","negative"
"3513","reluctance","negative"
"3514","reluctant","negative"
"3515","reluctantly","negative"
"3516","remorse","negative"
"3517","remorseful","negative"
"3518","remorsefully","negative"
"3519","remorseless","negative"
"3520","remorselessly","negative"
"3521","remorselessness","negative"
"3522","renounce","negative"
"3523","renunciation","negative"
"3524","repel","negative"
"3525","repetitive","negative"
"3526","reprehensible","negative"
"3527","reprehensibly","negative"
"3528","reprehension","negative"
"3529","reprehensive","negative"
"3530","repress","negative"
"3531","repression","negative"
"3532","repressive","negative"
"3533","reprimand","negative"
"3534","reproach","negative"
"3535","reproachful","negative"
"3536","reprove","negative"
"3537","reprovingly","negative"
"3538","repudiate","negative"
"3539","repudiation","negative"
"3540","repugn","negative"
"3541","repugnance","negative"
"3542","repugnant","negative"
"3543","repugnantly","negative"
"3544","repulse","negative"
"3545","repulsed","negative"
"3546","repulsing","negative"
"3547","repulsive","negative"
"3548","repulsively","negative"
"3549","repulsiveness","negative"
"3550","resent","negative"
"3551","resentful","negative"
"3552","resentment","negative"
"3553","resignation","negative"
"3554","resigned","negative"
"3555","resistance","negative"
"3556","restless","negative"
"3557","restlessness","negative"
"3558","restrict","negative"
"3559","restricted","negative"
"3560","restriction","negative"
"3561","restrictive","negative"
"3562","resurgent","negative"
"3563","retaliate","negative"
"3564","retaliatory","negative"
"3565","retard","negative"
"3566","retarded","negative"
"3567","retardedness","negative"
"3568","retards","negative"
"3569","reticent","negative"
"3570","retract","negative"
"3571","retreat","negative"
"3572","retreated","negative"
"3573","revenge","negative"
"3574","revengeful","negative"
"3575","revengefully","negative"
"3576","revert","negative"
"3577","revile","negative"
"3578","reviled","negative"
"3579","revoke","negative"
"3580","revolt","negative"
"3581","revolting","negative"
"3582","revoltingly","negative"
"3583","revulsion","negative"
"3584","revulsive","negative"
"3585","rhapsodize","negative"
"3586","rhetoric","negative"
"3587","rhetorical","negative"
"3588","ricer","negative"
"3589","ridicule","negative"
"3590","ridicules","negative"
"3591","ridiculous","negative"
"3592","ridiculously","negative"
"3593","rife","negative"
"3594","rift","negative"
"3595","rifts","negative"
"3596","rigid","negative"
"3597","rigidity","negative"
"3598","rigidness","negative"
"3599","rile","negative"
"3600","riled","negative"
"3601","rip","negative"
"3602","rip-off","negative"
"3603","ripoff","negative"
"3604","ripped","negative"
"3605","risk","negative"
"3606","risks","negative"
"3607","risky","negative"
"3608","rival","negative"
"3609","rivalry","negative"
"3610","roadblocks","negative"
"3611","rocky","negative"
"3612","rogue","negative"
"3613","rollercoaster","negative"
"3614","rot","negative"
"3615","rotten","negative"
"3616","rough","negative"
"3617","rremediable","negative"
"3618","rubbish","negative"
"3619","rude","negative"
"3620","rue","negative"
"3621","ruffian","negative"
"3622","ruffle","negative"
"3623","ruin","negative"
"3624","ruined","negative"
"3625","ruining","negative"
"3626","ruinous","negative"
"3627","ruins","negative"
"3628","rumbling","negative"
"3629","rumor","negative"
"3630","rumors","negative"
"3631","rumours","negative"
"3632","rumple","negative"
"3633","run-down","negative"
"3634","runaway","negative"
"3635","rupture","negative"
"3636","rust","negative"
"3637","rusts","negative"
"3638","rusty","negative"
"3639","rut","negative"
"3640","ruthless","negative"
"3641","ruthlessly","negative"
"3642","ruthlessness","negative"
"3643","ruts","negative"
"3644","sabotage","negative"
"3645","sack","negative"
"3646","sacrificed","negative"
"3647","sad","negative"
"3648","sadden","negative"
"3649","sadly","negative"
"3650","sadness","negative"
"3651","sag","negative"
"3652","sagged","negative"
"3653","sagging","negative"
"3654","saggy","negative"
"3655","sags","negative"
"3656","salacious","negative"
"3657","sanctimonious","negative"
"3658","sap","negative"
"3659","sarcasm","negative"
"3660","sarcastic","negative"
"3661","sarcastically","negative"
"3662","sardonic","negative"
"3663","sardonically","negative"
"3664","sass","negative"
"3665","satirical","negative"
"3666","satirize","negative"
"3667","savage","negative"
"3668","savaged","negative"
"3669","savagery","negative"
"3670","savages","negative"
"3671","scaly","negative"
"3672","scam","negative"
"3673","scams","negative"
"3674","scandal","negative"
"3675","scandalize","negative"
"3676","scandalized","negative"
"3677","scandalous","negative"
"3678","scandalously","negative"
"3679","scandals","negative"
"3680","scandel","negative"
"3681","scandels","negative"
"3682","scant","negative"
"3683","scapegoat","negative"
"3684","scar","negative"
"3685","scarce","negative"
"3686","scarcely","negative"
"3687","scarcity","negative"
"3688","scare","negative"
"3689","scared","negative"
"3690","scarier","negative"
"3691","scariest","negative"
"3692","scarily","negative"
"3693","scarred","negative"
"3694","scars","negative"
"3695","scary","negative"
"3696","scathing","negative"
"3697","scathingly","negative"
"3698","sceptical","negative"
"3699","scoff","negative"
"3700","scoffingly","negative"
"3701","scold","negative"
"3702","scolded","negative"
"3703","scolding","negative"
"3704","scoldingly","negative"
"3705","scorching","negative"
"3706","scorchingly","negative"
"3707","scorn","negative"
"3708","scornful","negative"
"3709","scornfully","negative"
"3710","scoundrel","negative"
"3711","scourge","negative"
"3712","scowl","negative"
"3713","scramble","negative"
"3714","scrambled","negative"
"3715","scrambles","negative"
"3716","scrambling","negative"
"3717","scrap","negative"
"3718","scratch","negative"
"3719","scratched","negative"
"3720","scratches","negative"
"3721","scratchy","negative"
"3722","scream","negative"
"3723","screech","negative"
"3724","screw-up","negative"
"3725","screwed","negative"
"3726","screwed-up","negative"
"3727","screwy","negative"
"3728","scuff","negative"
"3729","scuffs","negative"
"3730","scum","negative"
"3731","scummy","negative"
"3732","second-class","negative"
"3733","second-tier","negative"
"3734","secretive","negative"
"3735","sedentary","negative"
"3736","seedy","negative"
"3737","seethe","negative"
"3738","seething","negative"
"3739","self-coup","negative"
"3740","self-criticism","negative"
"3741","self-defeating","negative"
"3742","self-destructive","negative"
"3743","self-humiliation","negative"
"3744","self-interest","negative"
"3745","self-interested","negative"
"3746","self-serving","negative"
"3747","selfinterested","negative"
"3748","selfish","negative"
"3749","selfishly","negative"
"3750","selfishness","negative"
"3751","semi-retarded","negative"
"3752","senile","negative"
"3753","sensationalize","negative"
"3754","senseless","negative"
"3755","senselessly","negative"
"3756","seriousness","negative"
"3757","sermonize","negative"
"3758","servitude","negative"
"3759","set-up","negative"
"3760","setback","negative"
"3761","setbacks","negative"
"3762","sever","negative"
"3763","severe","negative"
"3764","severity","negative"
"3765","sh*t","negative"
"3766","shabby","negative"
"3767","shadowy","negative"
"3768","shady","negative"
"3769","shake","negative"
"3770","shaky","negative"
"3771","shallow","negative"
"3772","sham","negative"
"3773","shambles","negative"
"3774","shame","negative"
"3775","shameful","negative"
"3776","shamefully","negative"
"3777","shamefulness","negative"
"3778","shameless","negative"
"3779","shamelessly","negative"
"3780","shamelessness","negative"
"3781","shark","negative"
"3782","sharply","negative"
"3783","shatter","negative"
"3784","shemale","negative"
"3785","shimmer","negative"
"3786","shimmy","negative"
"3787","shipwreck","negative"
"3788","shirk","negative"
"3789","shirker","negative"
"3790","shit","negative"
"3791","shiver","negative"
"3792","shock","negative"
"3793","shocked","negative"
"3794","shocking","negative"
"3795","shockingly","negative"
"3796","shoddy","negative"
"3797","short-lived","negative"
"3798","shortage","negative"
"3799","shortchange","negative"
"3800","shortcoming","negative"
"3801","shortcomings","negative"
"3802","shortness","negative"
"3803","shortsighted","negative"
"3804","shortsightedness","negative"
"3805","showdown","negative"
"3806","shrew","negative"
"3807","shriek","negative"
"3808","shrill","negative"
"3809","shrilly","negative"
"3810","shrivel","negative"
"3811","shroud","negative"
"3812","shrouded","negative"
"3813","shrug","negative"
"3814","shun","negative"
"3815","shunned","negative"
"3816","sick","negative"
"3817","sicken","negative"
"3818","sickening","negative"
"3819","sickeningly","negative"
"3820","sickly","negative"
"3821","sickness","negative"
"3822","sidetrack","negative"
"3823","sidetracked","negative"
"3824","siege","negative"
"3825","sillily","negative"
"3826","silly","negative"
"3827","simplistic","negative"
"3828","simplistically","negative"
"3829","sin","negative"
"3830","sinful","negative"
"3831","sinfully","negative"
"3832","sinister","negative"
"3833","sinisterly","negative"
"3834","sink","negative"
"3835","sinking","negative"
"3836","skeletons","negative"
"3837","skeptic","negative"
"3838","skeptical","negative"
"3839","skeptically","negative"
"3840","skepticism","negative"
"3841","sketchy","negative"
"3842","skimpy","negative"
"3843","skinny","negative"
"3844","skittish","negative"
"3845","skittishly","negative"
"3846","skulk","negative"
"3847","slack","negative"
"3848","slander","negative"
"3849","slanderer","negative"
"3850","slanderous","negative"
"3851","slanderously","negative"
"3852","slanders","negative"
"3853","slap","negative"
"3854","slashing","negative"
"3855","slaughter","negative"
"3856","slaughtered","negative"
"3857","slave","negative"
"3858","slaves","negative"
"3859","sleazy","negative"
"3860","slime","negative"
"3861","slog","negative"
"3862","slogged","negative"
"3863","slogging","negative"
"3864","slogs","negative"
"3865","sloooooooooooooow","negative"
"3866","sloooow","negative"
"3867","slooow","negative"
"3868","sloow","negative"
"3869","sloppily","negative"
"3870","sloppy","negative"
"3871","sloth","negative"
"3872","slothful","negative"
"3873","slow","negative"
"3874","slow-moving","negative"
"3875","slowed","negative"
"3876","slower","negative"
"3877","slowest","negative"
"3878","slowly","negative"
"3879","sloww","negative"
"3880","slowww","negative"
"3881","slowwww","negative"
"3882","slug","negative"
"3883","sluggish","negative"
"3884","slump","negative"
"3885","slumping","negative"
"3886","slumpping","negative"
"3887","slur","negative"
"3888","slut","negative"
"3889","sluts","negative"
"3890","sly","negative"
"3891","smack","negative"
"3892","smallish","negative"
"3893","smash","negative"
"3894","smear","negative"
"3895","smell","negative"
"3896","smelled","negative"
"3897","smelling","negative"
"3898","smells","negative"
"3899","smelly","negative"
"3900","smelt","negative"
"3901","smoke","negative"
"3902","smokescreen","negative"
"3903","smolder","negative"
"3904","smoldering","negative"
"3905","smother","negative"
"3906","smoulder","negative"
"3907","smouldering","negative"
"3908","smudge","negative"
"3909","smudged","negative"
"3910","smudges","negative"
"3911","smudging","negative"
"3912","smug","negative"
"3913","smugly","negative"
"3914","smut","negative"
"3915","smuttier","negative"
"3916","smuttiest","negative"
"3917","smutty","negative"
"3918","snag","negative"
"3919","snagged","negative"
"3920","snagging","negative"
"3921","snags","negative"
"3922","snappish","negative"
"3923","snappishly","negative"
"3924","snare","negative"
"3925","snarky","negative"
"3926","snarl","negative"
"3927","sneak","negative"
"3928","sneakily","negative"
"3929","sneaky","negative"
"3930","sneer","negative"
"3931","sneering","negative"
"3932","sneeringly","negative"
"3933","snob","negative"
"3934","snobbish","negative"
"3935","snobby","negative"
"3936","snobish","negative"
"3937","snobs","negative"
"3938","snub","negative"
"3939","so-cal","negative"
"3940","soapy","negative"
"3941","sob","negative"
"3942","sober","negative"
"3943","sobering","negative"
"3944","solemn","negative"
"3945","solicitude","negative"
"3946","somber","negative"
"3947","sore","negative"
"3948","sorely","negative"
"3949","soreness","negative"
"3950","sorrow","negative"
"3951","sorrowful","negative"
"3952","sorrowfully","negative"
"3953","sorry","negative"
"3954","sour","negative"
"3955","sourly","negative"
"3956","spade","negative"
"3957","spank","negative"
"3958","spendy","negative"
"3959","spew","negative"
"3960","spewed","negative"
"3961","spewing","negative"
"3962","spews","negative"
"3963","spilling","negative"
"3964","spinster","negative"
"3965","spiritless","negative"
"3966","spite","negative"
"3967","spiteful","negative"
"3968","spitefully","negative"
"3969","spitefulness","negative"
"3970","splatter","negative"
"3971","split","negative"
"3972","splitting","negative"
"3973","spoil","negative"
"3974","spoilage","negative"
"3975","spoilages","negative"
"3976","spoiled","negative"
"3977","spoilled","negative"
"3978","spoils","negative"
"3979","spook","negative"
"3980","spookier","negative"
"3981","spookiest","negative"
"3982","spookily","negative"
"3983","spooky","negative"
"3984","spoon-fed","negative"
"3985","spoon-feed","negative"
"3986","spoonfed","negative"
"3987","sporadic","negative"
"3988","spotty","negative"
"3989","spurious","negative"
"3990","spurn","negative"
"3991","sputter","negative"
"3992","squabble","negative"
"3993","squabbling","negative"
"3994","squander","negative"
"3995","squash","negative"
"3996","squeak","negative"
"3997","squeaks","negative"
"3998","squeaky","negative"
"3999","squeal","negative"
"4000","squealing","negative"
"4001","squeals","negative"
"4002","squirm","negative"
"4003","stab","negative"
"4004","stagnant","negative"
"4005","stagnate","negative"
"4006","stagnation","negative"
"4007","staid","negative"
"4008","stain","negative"
"4009","stains","negative"
"4010","stale","negative"
"4011","stalemate","negative"
"4012","stall","negative"
"4013","stalls","negative"
"4014","stammer","negative"
"4015","stampede","negative"
"4016","standstill","negative"
"4017","stark","negative"
"4018","starkly","negative"
"4019","startle","negative"
"4020","startling","negative"
"4021","startlingly","negative"
"4022","starvation","negative"
"4023","starve","negative"
"4024","static","negative"
"4025","steal","negative"
"4026","stealing","negative"
"4027","steals","negative"
"4028","steep","negative"
"4029","steeply","negative"
"4030","stench","negative"
"4031","stereotype","negative"
"4032","stereotypical","negative"
"4033","stereotypically","negative"
"4034","stern","negative"
"4035","stew","negative"
"4036","sticky","negative"
"4037","stiff","negative"
"4038","stiffness","negative"
"4039","stifle","negative"
"4040","stifling","negative"
"4041","stiflingly","negative"
"4042","stigma","negative"
"4043","stigmatize","negative"
"4044","sting","negative"
"4045","stinging","negative"
"4046","stingingly","negative"
"4047","stingy","negative"
"4048","stink","negative"
"4049","stinks","negative"
"4050","stodgy","negative"
"4051","stole","negative"
"4052","stolen","negative"
"4053","stooge","negative"
"4054","stooges","negative"
"4055","stormy","negative"
"4056","straggle","negative"
"4057","straggler","negative"
"4058","strain","negative"
"4059","strained","negative"
"4060","straining","negative"
"4061","strange","negative"
"4062","strangely","negative"
"4063","stranger","negative"
"4064","strangest","negative"
"4065","strangle","negative"
"4066","streaky","negative"
"4067","strenuous","negative"
"4068","stress","negative"
"4069","stresses","negative"
"4070","stressful","negative"
"4071","stressfully","negative"
"4072","stricken","negative"
"4073","strict","negative"
"4074","strictly","negative"
"4075","strident","negative"
"4076","stridently","negative"
"4077","strife","negative"
"4078","strike","negative"
"4079","stringent","negative"
"4080","stringently","negative"
"4081","struck","negative"
"4082","struggle","negative"
"4083","struggled","negative"
"4084","struggles","negative"
"4085","struggling","negative"
"4086","strut","negative"
"4087","stubborn","negative"
"4088","stubbornly","negative"
"4089","stubbornness","negative"
"4090","stuck","negative"
"4091","stuffy","negative"
"4092","stumble","negative"
"4093","stumbled","negative"
"4094","stumbles","negative"
"4095","stump","negative"
"4096","stumped","negative"
"4097","stumps","negative"
"4098","stun","negative"
"4099","stunt","negative"
"4100","stunted","negative"
"4101","stupid","negative"
"4102","stupidest","negative"
"4103","stupidity","negative"
"4104","stupidly","negative"
"4105","stupified","negative"
"4106","stupify","negative"
"4107","stupor","negative"
"4108","stutter","negative"
"4109","stuttered","negative"
"4110","stuttering","negative"
"4111","stutters","negative"
"4112","sty","negative"
"4113","stymied","negative"
"4114","sub-par","negative"
"4115","subdued","negative"
"4116","subjected","negative"
"4117","subjection","negative"
"4118","subjugate","negative"
"4119","subjugation","negative"
"4120","submissive","negative"
"4121","subordinate","negative"
"4122","subpoena","negative"
"4123","subpoenas","negative"
"4124","subservience","negative"
"4125","subservient","negative"
"4126","substandard","negative"
"4127","subtract","negative"
"4128","subversion","negative"
"4129","subversive","negative"
"4130","subversively","negative"
"4131","subvert","negative"
"4132","succumb","negative"
"4133","suck","negative"
"4134","sucked","negative"
"4135","sucker","negative"
"4136","sucks","negative"
"4137","sucky","negative"
"4138","sue","negative"
"4139","sued","negative"
"4140","sueing","negative"
"4141","sues","negative"
"4142","suffer","negative"
"4143","suffered","negative"
"4144","sufferer","negative"
"4145","sufferers","negative"
"4146","suffering","negative"
"4147","suffers","negative"
"4148","suffocate","negative"
"4149","sugar-coat","negative"
"4150","sugar-coated","negative"
"4151","sugarcoated","negative"
"4152","suicidal","negative"
"4153","suicide","negative"
"4154","sulk","negative"
"4155","sullen","negative"
"4156","sully","negative"
"4157","sunder","negative"
"4158","sunk","negative"
"4159","sunken","negative"
"4160","superficial","negative"
"4161","superficiality","negative"
"4162","superficially","negative"
"4163","superfluous","negative"
"4164","superstition","negative"
"4165","superstitious","negative"
"4166","suppress","negative"
"4167","suppression","negative"
"4168","surrender","negative"
"4169","susceptible","negative"
"4170","suspect","negative"
"4171","suspicion","negative"
"4172","suspicions","negative"
"4173","suspicious","negative"
"4174","suspiciously","negative"
"4175","swagger","negative"
"4176","swamped","negative"
"4177","sweaty","negative"
"4178","swelled","negative"
"4179","swelling","negative"
"4180","swindle","negative"
"4181","swipe","negative"
"4182","swollen","negative"
"4183","symptom","negative"
"4184","symptoms","negative"
"4185","syndrome","negative"
"4186","taboo","negative"
"4187","tacky","negative"
"4188","taint","negative"
"4189","tainted","negative"
"4190","tamper","negative"
"4191","tangle","negative"
"4192","tangled","negative"
"4193","tangles","negative"
"4194","tank","negative"
"4195","tanked","negative"
"4196","tanks","negative"
"4197","tantrum","negative"
"4198","tardy","negative"
"4199","tarnish","negative"
"4200","tarnished","negative"
"4201","tarnishes","negative"
"4202","tarnishing","negative"
"4203","tattered","negative"
"4204","taunt","negative"
"4205","taunting","negative"
"4206","tauntingly","negative"
"4207","taunts","negative"
"4208","taut","negative"
"4209","tawdry","negative"
"4210","taxing","negative"
"4211","tease","negative"
"4212","teasingly","negative"
"4213","tedious","negative"
"4214","tediously","negative"
"4215","temerity","negative"
"4216","temper","negative"
"4217","tempest","negative"
"4218","temptation","negative"
"4219","tenderness","negative"
"4220","tense","negative"
"4221","tension","negative"
"4222","tentative","negative"
"4223","tentatively","negative"
"4224","tenuous","negative"
"4225","tenuously","negative"
"4226","tepid","negative"
"4227","terrible","negative"
"4228","terribleness","negative"
"4229","terribly","negative"
"4230","terror","negative"
"4231","terror-genic","negative"
"4232","terrorism","negative"
"4233","terrorize","negative"
"4234","testily","negative"
"4235","testy","negative"
"4236","tetchily","negative"
"4237","tetchy","negative"
"4238","thankless","negative"
"4239","thicker","negative"
"4240","thirst","negative"
"4241","thorny","negative"
"4242","thoughtless","negative"
"4243","thoughtlessly","negative"
"4244","thoughtlessness","negative"
"4245","thrash","negative"
"4246","threat","negative"
"4247","threaten","negative"
"4248","threatening","negative"
"4249","threats","negative"
"4250","threesome","negative"
"4251","throb","negative"
"4252","throbbed","negative"
"4253","throbbing","negative"
"4254","throbs","negative"
"4255","throttle","negative"
"4256","thug","negative"
"4257","thumb-down","negative"
"4258","thumbs-down","negative"
"4259","thwart","negative"
"4260","time-consuming","negative"
"4261","timid","negative"
"4262","timidity","negative"
"4263","timidly","negative"
"4264","timidness","negative"
"4265","tin-y","negative"
"4266","tingled","negative"
"4267","tingling","negative"
"4268","tired","negative"
"4269","tiresome","negative"
"4270","tiring","negative"
"4271","tiringly","negative"
"4272","toil","negative"
"4273","toll","negative"
"4274","top-heavy","negative"
"4275","topple","negative"
"4276","torment","negative"
"4277","tormented","negative"
"4278","torrent","negative"
"4279","tortuous","negative"
"4280","torture","negative"
"4281","tortured","negative"
"4282","tortures","negative"
"4283","torturing","negative"
"4284","torturous","negative"
"4285","torturously","negative"
"4286","totalitarian","negative"
"4287","touchy","negative"
"4288","toughness","negative"
"4289","tout","negative"
"4290","touted","negative"
"4291","touts","negative"
"4292","toxic","negative"
"4293","traduce","negative"
"4294","tragedy","negative"
"4295","tragic","negative"
"4296","tragically","negative"
"4297","traitor","negative"
"4298","traitorous","negative"
"4299","traitorously","negative"
"4300","tramp","negative"
"4301","trample","negative"
"4302","transgress","negative"
"4303","transgression","negative"
"4304","trap","negative"
"4305","traped","negative"
"4306","trapped","negative"
"4307","trash","negative"
"4308","trashed","negative"
"4309","trashy","negative"
"4310","trauma","negative"
"4311","traumatic","negative"
"4312","traumatically","negative"
"4313","traumatize","negative"
"4314","traumatized","negative"
"4315","travesties","negative"
"4316","travesty","negative"
"4317","treacherous","negative"
"4318","treacherously","negative"
"4319","treachery","negative"
"4320","treason","negative"
"4321","treasonous","negative"
"4322","trick","negative"
"4323","tricked","negative"
"4324","trickery","negative"
"4325","tricky","negative"
"4326","trivial","negative"
"4327","trivialize","negative"
"4328","trouble","negative"
"4329","troubled","negative"
"4330","troublemaker","negative"
"4331","troubles","negative"
"4332","troublesome","negative"
"4333","troublesomely","negative"
"4334","troubling","negative"
"4335","troublingly","negative"
"4336","truant","negative"
"4337","tumble","negative"
"4338","tumbled","negative"
"4339","tumbles","negative"
"4340","tumultuous","negative"
"4341","turbulent","negative"
"4342","turmoil","negative"
"4343","twist","negative"
"4344","twisted","negative"
"4345","twists","negative"
"4346","two-faced","negative"
"4347","two-faces","negative"
"4348","tyrannical","negative"
"4349","tyrannically","negative"
"4350","tyranny","negative"
"4351","tyrant","negative"
"4352","ugh","negative"
"4353","uglier","negative"
"4354","ugliest","negative"
"4355","ugliness","negative"
"4356","ugly","negative"
"4357","ulterior","negative"
"4358","ultimatum","negative"
"4359","ultimatums","negative"
"4360","ultra-hardline","negative"
"4361","un-viewable","negative"
"4362","unable","negative"
"4363","unacceptable","negative"
"4364","unacceptablely","negative"
"4365","unacceptably","negative"
"4366","unaccessible","negative"
"4367","unaccustomed","negative"
"4368","unachievable","negative"
"4369","unaffordable","negative"
"4370","unappealing","negative"
"4371","unattractive","negative"
"4372","unauthentic","negative"
"4373","unavailable","negative"
"4374","unavoidably","negative"
"4375","unbearable","negative"
"4376","unbearablely","negative"
"4377","unbelievable","negative"
"4378","unbelievably","negative"
"4379","uncaring","negative"
"4380","uncertain","negative"
"4381","uncivil","negative"
"4382","uncivilized","negative"
"4383","unclean","negative"
"4384","unclear","negative"
"4385","uncollectible","negative"
"4386","uncomfortable","negative"
"4387","uncomfortably","negative"
"4388","uncomfy","negative"
"4389","uncompetitive","negative"
"4390","uncompromising","negative"
"4391","uncompromisingly","negative"
"4392","unconfirmed","negative"
"4393","unconstitutional","negative"
"4394","uncontrolled","negative"
"4395","unconvincing","negative"
"4396","unconvincingly","negative"
"4397","uncooperative","negative"
"4398","uncouth","negative"
"4399","uncreative","negative"
"4400","undecided","negative"
"4401","undefined","negative"
"4402","undependability","negative"
"4403","undependable","negative"
"4404","undercut","negative"
"4405","undercuts","negative"
"4406","undercutting","negative"
"4407","underdog","negative"
"4408","underestimate","negative"
"4409","underlings","negative"
"4410","undermine","negative"
"4411","undermined","negative"
"4412","undermines","negative"
"4413","undermining","negative"
"4414","underpaid","negative"
"4415","underpowered","negative"
"4416","undersized","negative"
"4417","undesirable","negative"
"4418","undetermined","negative"
"4419","undid","negative"
"4420","undignified","negative"
"4421","undissolved","negative"
"4422","undocumented","negative"
"4423","undone","negative"
"4424","undue","negative"
"4425","unease","negative"
"4426","uneasily","negative"
"4427","uneasiness","negative"
"4428","uneasy","negative"
"4429","uneconomical","negative"
"4430","unemployed","negative"
"4431","unequal","negative"
"4432","unethical","negative"
"4433","uneven","negative"
"4434","uneventful","negative"
"4435","unexpected","negative"
"4436","unexpectedly","negative"
"4437","unexplained","negative"
"4438","unfairly","negative"
"4439","unfaithful","negative"
"4440","unfaithfully","negative"
"4441","unfamiliar","negative"
"4442","unfavorable","negative"
"4443","unfeeling","negative"
"4444","unfinished","negative"
"4445","unfit","negative"
"4446","unforeseen","negative"
"4447","unforgiving","negative"
"4448","unfortunate","negative"
"4449","unfortunately","negative"
"4450","unfounded","negative"
"4451","unfriendly","negative"
"4452","unfulfilled","negative"
"4453","unfunded","negative"
"4454","ungovernable","negative"
"4455","ungrateful","negative"
"4456","unhappily","negative"
"4457","unhappiness","negative"
"4458","unhappy","negative"
"4459","unhealthy","negative"
"4460","unhelpful","negative"
"4461","unilateralism","negative"
"4462","unimaginable","negative"
"4463","unimaginably","negative"
"4464","unimportant","negative"
"4465","uninformed","negative"
"4466","uninsured","negative"
"4467","unintelligible","negative"
"4468","unintelligile","negative"
"4469","unipolar","negative"
"4470","unjust","negative"
"4471","unjustifiable","negative"
"4472","unjustifiably","negative"
"4473","unjustified","negative"
"4474","unjustly","negative"
"4475","unkind","negative"
"4476","unkindly","negative"
"4477","unknown","negative"
"4478","unlamentable","negative"
"4479","unlamentably","negative"
"4480","unlawful","negative"
"4481","unlawfully","negative"
"4482","unlawfulness","negative"
"4483","unleash","negative"
"4484","unlicensed","negative"
"4485","unlikely","negative"
"4486","unlucky","negative"
"4487","unmoved","negative"
"4488","unnatural","negative"
"4489","unnaturally","negative"
"4490","unnecessary","negative"
"4491","unneeded","negative"
"4492","unnerve","negative"
"4493","unnerved","negative"
"4494","unnerving","negative"
"4495","unnervingly","negative"
"4496","unnoticed","negative"
"4497","unobserved","negative"
"4498","unorthodox","negative"
"4499","unorthodoxy","negative"
"4500","unpleasant","negative"
"4501","unpleasantries","negative"
"4502","unpopular","negative"
"4503","unpredictable","negative"
"4504","unprepared","negative"
"4505","unproductive","negative"
"4506","unprofitable","negative"
"4507","unprove","negative"
"4508","unproved","negative"
"4509","unproven","negative"
"4510","unproves","negative"
"4511","unproving","negative"
"4512","unqualified","negative"
"4513","unravel","negative"
"4514","unraveled","negative"
"4515","unreachable","negative"
"4516","unreadable","negative"
"4517","unrealistic","negative"
"4518","unreasonable","negative"
"4519","unreasonably","negative"
"4520","unrelenting","negative"
"4521","unrelentingly","negative"
"4522","unreliability","negative"
"4523","unreliable","negative"
"4524","unresolved","negative"
"4525","unresponsive","negative"
"4526","unrest","negative"
"4527","unruly","negative"
"4528","unsafe","negative"
"4529","unsatisfactory","negative"
"4530","unsavory","negative"
"4531","unscrupulous","negative"
"4532","unscrupulously","negative"
"4533","unsecure","negative"
"4534","unseemly","negative"
"4535","unsettle","negative"
"4536","unsettled","negative"
"4537","unsettling","negative"
"4538","unsettlingly","negative"
"4539","unskilled","negative"
"4540","unsophisticated","negative"
"4541","unsound","negative"
"4542","unspeakable","negative"
"4543","unspeakablely","negative"
"4544","unspecified","negative"
"4545","unstable","negative"
"4546","unsteadily","negative"
"4547","unsteadiness","negative"
"4548","unsteady","negative"
"4549","unsuccessful","negative"
"4550","unsuccessfully","negative"
"4551","unsupported","negative"
"4552","unsupportive","negative"
"4553","unsure","negative"
"4554","unsuspecting","negative"
"4555","unsustainable","negative"
"4556","untenable","negative"
"4557","untested","negative"
"4558","unthinkable","negative"
"4559","unthinkably","negative"
"4560","untimely","negative"
"4561","untouched","negative"
"4562","untrue","negative"
"4563","untrustworthy","negative"
"4564","untruthful","negative"
"4565","unusable","negative"
"4566","unusably","negative"
"4567","unuseable","negative"
"4568","unuseably","negative"
"4569","unusual","negative"
"4570","unusually","negative"
"4571","unviewable","negative"
"4572","unwanted","negative"
"4573","unwarranted","negative"
"4574","unwatchable","negative"
"4575","unwelcome","negative"
"4576","unwell","negative"
"4577","unwieldy","negative"
"4578","unwilling","negative"
"4579","unwillingly","negative"
